"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"24581","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18069/2025-2026/165455","KANGRA(DEPUTY COMMISSIONER KANGRA_IDA)","RAJEEV BHARDWAJ (2024-2029)","Elected MP","24-Feb-2026","BDO Rait","Payment Success","88861"
"24582","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18069/2025-2026/216930","KANGRA(DEPUTY COMMISSIONER KANGRA_IDA)","RAJEEV BHARDWAJ (2024-2029)","Elected MP","24-Feb-2026","BDO Rait","Payment Success","98340"
"24583","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18069/2025-2026/239913","KANGRA(DEPUTY COMMISSIONER KANGRA_IDA)","RAJEEV BHARDWAJ (2024-2029)","Elected MP","28-Feb-2026","BDO Rait","Payment Success","124832"
"24584","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18069/2025-2026/165453","KANGRA(DEPUTY COMMISSIONER KANGRA_IDA)","RAJEEV BHARDWAJ (2024-2029)","Elected MP","02-Mar-2026","BDO Rait","Payment Success","89791"
"24585","Himachal Pradesh","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP18069/2025-2026/165445","KANGRA(DEPUTY COMMISSIONER KANGRA_IDA)","RAJEEV BHARDWAJ (2024-2029)","Elected MP","03-Mar-2026","BDO Rait","Payment Success","89524"
"24586","Himachal Pradesh","Renovation of ponds and lakes","WS/MP18069/2025-2026/239796","KANGRA(DEPUTY COMMISSIONER KANGRA_IDA)","RAJEEV BHARDWAJ (2024-2029)","Elected MP","03-Mar-2026","BDO Rait","Payment Success","175000"
"24587","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18069/2025-2026/212007","KANGRA(DEPUTY COMMISSIONER KANGRA_IDA)","RAJEEV BHARDWAJ (2024-2029)","Elected MP","03-Mar-2026","BDO Rait","Payment Success","100000"
"24588","Haryana","Purchase of mobile sanitation equipment","WS/MP329/2025-2026/259793","MAHENDRAGARH(DEPUTY COMMISSIONER MAHENDRAGARH_IDA)","Shri  Dharambir Singh (2024-2029)","Elected MP","24-Feb-2026","Bimla Automobiles","Payment Success","380000"
"24589","Haryana","Purchase of mobile sanitation equipment","WS/MP329/2025-2026/262160","BHIWANI(DC Cum Nodal Officer MPLADS Bhiwani)","Shri  Dharambir Singh (2024-2029)","Elected MP","06-Mar-2026","Bimla Automobiles","Payment Success","380000"
"24590","Haryana","Purchase of mobile sanitation equipment","WS/MP329/2025-2026/243521","BHIWANI(DC Cum Nodal Officer MPLADS Bhiwani)","Shri  Dharambir Singh (2024-2029)","Elected MP","19-Dec-2025","Bimla Automobiles","Payment Success","380000"
"24591","Haryana","Purchase of mobile sanitation equipment","WS/MP329/2025-2026/243507","BHIWANI(DC Cum Nodal Officer MPLADS Bhiwani)","Shri  Dharambir Singh (2024-2029)","Elected MP","19-Dec-2025","Bimla Automobiles","Payment Success","380000"
"24592","Haryana","Purchase of mobile sanitation equipment","WS/MP329/2025-2026/243504","BHIWANI(DC Cum Nodal Officer MPLADS Bhiwani)","Shri  Dharambir Singh (2024-2029)","Elected MP","19-Dec-2025","Bimla Automobiles","Payment Success","380000"
"24593","Haryana","Purchase of mobile sanitation equipment","WS/MP329/2025-2026/243510","BHIWANI(DC Cum Nodal Officer MPLADS Bhiwani)","Shri  Dharambir Singh (2024-2029)","Elected MP","20-Dec-2025","Bimla Automobiles","Payment Success","380000"
"24594","Haryana","Purchase of mobile sanitation equipment","WS/MP329/2025-2026/243517","BHIWANI(DC Cum Nodal Officer MPLADS Bhiwani)","Shri  Dharambir Singh (2024-2029)","Elected MP","09-Dec-2025","Bimla Automobiles","Payment Success","380000"
"24595","Haryana","Purchase of mobile sanitation equipment","WS/MP329/2025-2026/243505","BHIWANI(DC Cum Nodal Officer MPLADS Bhiwani)","Shri  Dharambir Singh (2024-2029)","Elected MP","09-Dec-2025","Bimla Automobiles","Payment Success","380000"
"24596","Haryana","Purchase of mobile sanitation equipment","WS/MP329/2025-2026/244093","BHIWANI(DC Cum Nodal Officer MPLADS Bhiwani)","Shri  Dharambir Singh (2024-2029)","Elected MP","09-Dec-2025","Bimla Automobiles","Payment Success","380000"
"24597","Haryana","Purchase of mobile sanitation equipment","WS/MP329/2025-2026/243508","BHIWANI(DC Cum Nodal Officer MPLADS Bhiwani)","Shri  Dharambir Singh (2024-2029)","Elected MP","09-Dec-2025","Bimla Automobiles","Payment Success","380000"
"24598","Haryana","Purchase of mobile sanitation equipment","WS/MP329/2025-2026/243506","BHIWANI(DC Cum Nodal Officer MPLADS Bhiwani)","Shri  Dharambir Singh (2024-2029)","Elected MP","09-Dec-2025","Bimla Automobiles","Payment Success","380000"
"24599","Haryana","Purchase of mobile sanitation equipment","WS/MP329/2025-2026/243503","BHIWANI(DC Cum Nodal Officer MPLADS Bhiwani)","Shri  Dharambir Singh (2024-2029)","Elected MP","09-Dec-2025","Bimla Automobiles","Payment Success","380000"
"24600","Haryana","Purchase of mobile water tankers","WS/MP329/2025-2026/227545","BHIWANI(DC Cum Nodal Officer MPLADS Bhiwani)","Shri  Dharambir Singh (2024-2029)","Elected MP","21-Oct-2025","Bimla Automobiles","Payment Success","380000"
"24601","Haryana","Purchase of mobile sanitation equipment","WS/MP329/2025-2026/231526","BHIWANI(DC Cum Nodal Officer MPLADS Bhiwani)","Shri  Dharambir Singh (2024-2029)","Elected MP","14-Oct-2025","Bimla Automobiles","Payment Success","380000"
"24602","Haryana","Purchase of mobile sanitation equipment","WS/MP329/2025-2026/189743","BHIWANI(DC Cum Nodal Officer MPLADS Bhiwani)","Shri  Dharambir Singh (2024-2029)","Elected MP","14-Oct-2025","Bimla Automobiles","Payment Success","380000"
"24603","Haryana","Purchase of mobile sanitation equipment","WS/MP329/2025-2026/228833","BHIWANI(DC Cum Nodal Officer MPLADS Bhiwani)","Shri  Dharambir Singh (2024-2029)","Elected MP","14-Oct-2025","Bimla Automobiles","Payment Success","380000"
"24604","Haryana","Purchase of mobile sanitation equipment","WS/MP329/2025-2026/232839","Charkhi Dadri(Deputy Commissioner Charkhi Dadri_IDA)","Shri  Dharambir Singh (2024-2029)","Elected MP","20-Dec-2025","Bimla Automobiles","Payment Success","235174"
"24605","Haryana","Purchase of mobile sanitation equipment","WS/MP329/2025-2026/243511","Charkhi Dadri(Deputy Commissioner Charkhi Dadri_IDA)","Shri  Dharambir Singh (2024-2029)","Elected MP","20-Dec-2025","Bimla Automobiles","Payment Success","380000"
"24606","Haryana","Purchase of mobile sanitation equipment","WS/MP329/2025-2026/243516","Charkhi Dadri(Deputy Commissioner Charkhi Dadri_IDA)","Shri  Dharambir Singh (2024-2029)","Elected MP","20-Dec-2025","Bimla Automobiles","Payment Success","380000"
"24607","Haryana","Construction of water tanks","WS/MP329/2026-2027/279160","Charkhi Dadri(Deputy Commissioner Charkhi Dadri_IDA)","Shri  Dharambir Singh (2024-2029)","Elected MP","05-Aug-2026","Bimla Automobiles","Payment Success","80000"
"24608","Haryana","Purchase of mobile sanitation equipment","WS/MP329/2026-2027/275199","Charkhi Dadri(Deputy Commissioner Charkhi Dadri_IDA)","Shri  Dharambir Singh (2024-2029)","Elected MP","15-Jul-2026","Bimla Automobiles","Payment Success","380000"
"24609","Haryana","Providing garbage collection and disposal systems","WS/MP329/2025-2026/224654","Charkhi Dadri(Deputy Commissioner Charkhi Dadri_IDA)","Shri  Dharambir Singh (2024-2029)","Elected MP","03-Nov-2025","Bimla Automobiles","Payment Success","380000"
"24610","Haryana","Purchase of mobile water tankers","WS/MP329/2025-2026/227546","Charkhi Dadri(Deputy Commissioner Charkhi Dadri_IDA)","Shri  Dharambir Singh (2024-2029)","Elected MP","03-Nov-2025","Bimla Automobiles","Payment Success","380000"
"24611","Haryana","Purchase of mobile sanitation equipment","WS/MP329/2025-2026/232840","Charkhi Dadri(Deputy Commissioner Charkhi Dadri_IDA)","Shri  Dharambir Singh (2024-2029)","Elected MP","03-Nov-2025","Bimla Automobiles","Payment Success","380000"
"24612","Haryana","Purchase of mobile sanitation equipment","WS/MP329/2025-2026/243512","Charkhi Dadri(Deputy Commissioner Charkhi Dadri_IDA)","Shri  Dharambir Singh (2024-2029)","Elected MP","27-Dec-2025","Bimla Automobiles","Payment Success","380000"
"24613","Haryana","Purchase of mobile sanitation equipment","WS/MP329/2025-2026/243513","Charkhi Dadri(Deputy Commissioner Charkhi Dadri_IDA)","Shri  Dharambir Singh (2024-2029)","Elected MP","27-Dec-2025","Bimla Automobiles","Payment Success","380000"
"24614","Haryana","Purchase of mobile sanitation equipment","WS/MP329/2025-2026/243515","Charkhi Dadri(Deputy Commissioner Charkhi Dadri_IDA)","Shri  Dharambir Singh (2024-2029)","Elected MP","04-Jan-2026","Bimla Automobiles","Payment Success","380000"
"24615","Haryana","Purchase of mobile sanitation equipment","WS/MP329/2026-2027/253595","Charkhi Dadri(Deputy Commissioner Charkhi Dadri_IDA)","Shri  Dharambir Singh (2024-2029)","Elected MP","18-Apr-2026","Bimla Automobiles","Payment Success","380000"
"24616","Haryana","Purchase of mobile sanitation equipment","WS/MP329/2026-2027/262159","Charkhi Dadri(Deputy Commissioner Charkhi Dadri_IDA)","Shri  Dharambir Singh (2024-2029)","Elected MP","18-Apr-2026","Bimla Automobiles","Payment Success","380000"
"24617","Haryana","Purchase of mobile sanitation equipment","WS/MP329/2025-2026/253596","Charkhi Dadri(Deputy Commissioner Charkhi Dadri_IDA)","Shri  Dharambir Singh (2024-2029)","Elected MP","20-Dec-2025","Bimla Automobiles","Payment Success","380000"
"24618","Haryana","Purchase of mobile sanitation equipment","WS/MP329/2025-2026/243514","Charkhi Dadri(Deputy Commissioner Charkhi Dadri_IDA)","Shri  Dharambir Singh (2024-2029)","Elected MP","21-Dec-2025","Bimla Automobiles","Payment Success","380000"
"24619","Haryana","Purchase of mobile sanitation equipment","WS/MP329/2025-2026/243509","Charkhi Dadri(Deputy Commissioner Charkhi Dadri_IDA)","Shri  Dharambir Singh (2024-2029)","Elected MP","21-Dec-2025","Bimla Automobiles","Payment Success","380000"
"24620","Haryana","Purchase of mobile sanitation equipment","WS/MP329/2025-2026/255136","BHIWANI(DC Cum Nodal Officer MPLADS Bhiwani)","Shri  Dharambir Singh (2024-2029)","Elected MP","22-Jan-2026","Bimla Automobiles","Payment Success","380000"
"24621","Haryana","Purchase of mobile sanitation equipment","WS/MP329/2025-2026/253598","MAHENDRAGARH(DEPUTY COMMISSIONER MAHENDRAGARH_IDA)","Shri  Dharambir Singh (2024-2029)","Elected MP","28-Jan-2026","Bimla Automobiles","Payment Success","380000"
"24622","Haryana","Purchase of mobile sanitation equipment","WS/MP329/2025-2026/253591","MAHENDRAGARH(DEPUTY COMMISSIONER MAHENDRAGARH_IDA)","Shri  Dharambir Singh (2024-2029)","Elected MP","28-Jan-2026","Bimla Automobiles","Payment Success","380000"
"24623","Haryana","Purchase of mobile sanitation equipment","WS/MP329/2025-2026/228827","MAHENDRAGARH(DEPUTY COMMISSIONER MAHENDRAGARH_IDA)","Shri  Dharambir Singh (2024-2029)","Elected MP","27-Jan-2026","Bimla Automobiles","Payment Success","380000"
"24624","Haryana","Purchase of mobile sanitation equipment","WS/MP329/2025-2026/250903","MAHENDRAGARH(DEPUTY COMMISSIONER MAHENDRAGARH_IDA)","Shri  Dharambir Singh (2024-2029)","Elected MP","29-Jan-2026","Bimla Automobiles","Payment Success","380000"
"24625","Haryana","Purchase of mobile sanitation equipment","WS/MP329/2025-2026/237314","MAHENDRAGARH(DEPUTY COMMISSIONER MAHENDRAGARH_IDA)","Shri  Dharambir Singh (2024-2029)","Elected MP","02-Feb-2026","Bimla Automobiles","Payment Success","380000"
"24626","Haryana","Purchase of mobile sanitation equipment","WS/MP329/2025-2026/243499","MAHENDRAGARH(DEPUTY COMMISSIONER MAHENDRAGARH_IDA)","Shri  Dharambir Singh (2024-2029)","Elected MP","29-Jan-2026","Bimla Automobiles","Payment Success","380000"
"24627","Haryana","Purchase of mobile sanitation equipment","WS/MP329/2025-2026/243561","MAHENDRAGARH(DEPUTY COMMISSIONER MAHENDRAGARH_IDA)","Shri  Dharambir Singh (2024-2029)","Elected MP","27-Jul-2026","Bimla Automobiles","Payment Success","380000"
"24628","Haryana","Purchase of mobile sanitation equipment","WS/MP329/2025-2026/228825","MAHENDRAGARH(DEPUTY COMMISSIONER MAHENDRAGARH_IDA)","Shri  Dharambir Singh (2024-2029)","Elected MP","28-Jan-2026","Bimla Automobiles","Payment Success","380000"
"24629","Haryana","Purchase of mobile sanitation equipment","WS/MP329/2025-2026/243519","MAHENDRAGARH(DEPUTY COMMISSIONER MAHENDRAGARH_IDA)","Shri  Dharambir Singh (2024-2029)","Elected MP","30-Jan-2026","Bimla Automobiles","Payment Success","380000"
"24630","Haryana","Purchase of mobile sanitation equipment","WS/MP329/2025-2026/228828","MAHENDRAGARH(DEPUTY COMMISSIONER MAHENDRAGARH_IDA)","Shri  Dharambir Singh (2024-2029)","Elected MP","27-Jan-2026","Bimla Automobiles","Payment Success","380000"
"24631","Haryana","Purchase of mobile sanitation equipment","WS/MP329/2025-2026/228824","MAHENDRAGARH(DEPUTY COMMISSIONER MAHENDRAGARH_IDA)","Shri  Dharambir Singh (2024-2029)","Elected MP","28-Jan-2026","Bimla Automobiles","Payment Success","380000"
"24632","Haryana","Purchase of mobile sanitation equipment","WS/MP329/2025-2026/228822","MAHENDRAGARH(DEPUTY COMMISSIONER MAHENDRAGARH_IDA)","Shri  Dharambir Singh (2024-2029)","Elected MP","28-Jan-2026","Bimla Automobiles","Payment Success","380000"
"24633","Haryana","Purchase of mobile sanitation equipment","WS/MP329/2025-2026/228826","MAHENDRAGARH(DEPUTY COMMISSIONER MAHENDRAGARH_IDA)","Shri  Dharambir Singh (2024-2029)","Elected MP","27-Jan-2026","Bimla Automobiles","Payment Success","380000"
"24634","Haryana","Purchase of mobile sanitation equipment","WS/MP329/2025-2026/243498","MAHENDRAGARH(DEPUTY COMMISSIONER MAHENDRAGARH_IDA)","Shri  Dharambir Singh (2024-2029)","Elected MP","30-Jan-2026","Bimla Automobiles","Payment Success","380000"
"24635","Haryana","Purchase of mobile sanitation equipment","WS/MP329/2025-2026/228832","MAHENDRAGARH(DEPUTY COMMISSIONER MAHENDRAGARH_IDA)","Shri  Dharambir Singh (2024-2029)","Elected MP","28-Jan-2026","Bimla Automobiles","Payment Success","380000"
"24636","Haryana","Purchase of mobile sanitation equipment","WS/MP329/2025-2026/237315","MAHENDRAGARH(DEPUTY COMMISSIONER MAHENDRAGARH_IDA)","Shri  Dharambir Singh (2024-2029)","Elected MP","29-Jan-2026","Bimla Automobiles","Payment Success","380000"
"24637","Haryana","Purchase of mobile sanitation equipment","WS/MP329/2025-2026/237316","MAHENDRAGARH(DEPUTY COMMISSIONER MAHENDRAGARH_IDA)","Shri  Dharambir Singh (2024-2029)","Elected MP","28-Jan-2026","Bimla Automobiles","Payment Success","380000"
"24638","Haryana","Purchase of mobile sanitation equipment","WS/MP329/2025-2026/228823","MAHENDRAGARH(DEPUTY COMMISSIONER MAHENDRAGARH_IDA)","Shri  Dharambir Singh (2024-2029)","Elected MP","28-Jan-2026","Bimla Automobiles","Payment Success","380000"
"24639","Haryana","Purchase of mobile sanitation equipment","WS/MP329/2025-2026/243500","MAHENDRAGARH(DEPUTY COMMISSIONER MAHENDRAGARH_IDA)","Shri  Dharambir Singh (2024-2029)","Elected MP","10-Feb-2026","Bimla Automobiles","Payment Success","380000"
"24640","Haryana","Purchase of mobile sanitation equipment","WS/MP329/2026-2027/275197","MAHENDRAGARH(DEPUTY COMMISSIONER MAHENDRAGARH_IDA)","Shri  Dharambir Singh (2024-2029)","Elected MP","27-Jul-2026","Bimla Automobiles","Payment Success","380000"
"24641","Haryana","Purchase of mobile sanitation equipment","WS/MP329/2025-2026/262162","BHIWANI(DC Cum Nodal Officer MPLADS Bhiwani)","Shri  Dharambir Singh (2024-2029)","Elected MP","07-Mar-2026","Bimla Automobiles","Payment Success","380000"
"24642","Haryana","Purchase of mobile sanitation equipment","WS/MP329/2026-2027/262184","MAHENDRAGARH(DEPUTY COMMISSIONER MAHENDRAGARH_IDA)","Shri  Dharambir Singh (2024-2029)","Elected MP","29-Jul-2026","Bimla Automobiles","Payment Success","380000"
"24643","Haryana","Purchase of mobile sanitation equipment","WS/MP329/2025-2026/262164","BHIWANI(DC Cum Nodal Officer MPLADS Bhiwani)","Shri  Dharambir Singh (2024-2029)","Elected MP","07-Mar-2026","Bimla Automobiles","Payment Success","380000"
"24644","Haryana","Purchase of mobile sanitation equipment","WS/MP329/2025-2026/262161","BHIWANI(DC Cum Nodal Officer MPLADS Bhiwani)","Shri  Dharambir Singh (2024-2029)","Elected MP","06-Mar-2026","Bimla Automobiles","Payment Success","380000"
"24645","Haryana","Purchase of mobile sanitation equipment","WS/MP329/2025-2026/262163","BHIWANI(DC Cum Nodal Officer MPLADS Bhiwani)","Shri  Dharambir Singh (2024-2029)","Elected MP","11-Mar-2026","Bimla Automobiles","Payment Success","380000"
"24646","Haryana","Purchase of mobile sanitation equipment","WS/MP329/2025-2026/262170","MAHENDRAGARH(DEPUTY COMMISSIONER MAHENDRAGARH_IDA)","Shri  Dharambir Singh (2024-2029)","Elected MP","24-Feb-2026","Bimla Automobiles","Payment Success","380000"
"24647","Haryana","Purchase of mobile sanitation equipment","WS/MP329/2025-2026/262385","MAHENDRAGARH(DEPUTY COMMISSIONER MAHENDRAGARH_IDA)","Shri  Dharambir Singh (2024-2029)","Elected MP","17-Feb-2026","Bimla Automobiles","Payment Success","380000"
"24648","Haryana","Purchase of mobile sanitation equipment","WS/MP329/2025-2026/262185","MAHENDRAGARH(DEPUTY COMMISSIONER MAHENDRAGARH_IDA)","Shri  Dharambir Singh (2024-2029)","Elected MP","27-Jul-2026","Bimla Automobiles","Payment Success","380000"
"24649","Gujarat","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP18054/2025-2026/175769","MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA)","HARIBHAI PATEL (2024-2029)","Elected MP","14-Oct-2025","KESIMPA GRAM PANCHYAT","Payment Success","350000"
"24650","Gujarat","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP18054/2025-2026/196118","MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA)","HARIBHAI PATEL (2024-2029)","Elected MP","19-Jan-2026","KESIMPA GRAM PANCHYAT","Payment Success","200000"
"24651","Odisha","Construction of community centers and community halls","WS/MP18149/2025-2026/185007","PURI(DISTRICT COLLECTOR PURI_IDA)","SAMBIT PATRA (2024-2029)","Elected MP","23-Oct-2025","DILLIP KUMAR ROUT","Payment Success","250000"
"24652","Odisha","Construction of community centers and community halls","WS/MP18149/2025-2026/185016","PURI(DISTRICT COLLECTOR PURI_IDA)","SAMBIT PATRA (2024-2029)","Elected MP","13-Aug-2026","DILLIP KUMAR ROUT","Payment Success","192424"
"24653","Odisha","Construction of community centers and community halls","WS/MP18149/2025-2026/185017","PURI(DISTRICT COLLECTOR PURI_IDA)","SAMBIT PATRA (2024-2029)","Elected MP","18-Oct-2025","DILLIP KUMAR ROUT","Payment Success","250000"
"24654","Chhattisgarh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18051/2025-2026/213006","MAHASAMUND(DISTRICT COLLECTOR MAHASAMUND_IDA)","ROOP KUMARI CHOUDHARY (2024-2029)","Elected MP","24-Oct-2025","GRAM PANCHAYAT CHANDKHURI","Payment Success","500000"
"24655","Chhattisgarh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18051/2025-2026/213006","MAHASAMUND(DISTRICT COLLECTOR MAHASAMUND_IDA)","ROOP KUMARI CHOUDHARY (2024-2029)","Elected MP","27-Jan-2026","GRAM PANCHAYAT CHANDKHURI","Payment Success","499500"
"24656","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/	 MP578/2024-2025/157188","VADODARA(DISTRICT COLLECTOR VADODARA_IDA)","Mansukhbhai Dhanjibhai Vasava (2024-2029)","Elected MP","15-Oct-2025","VIRJAI GRAAM PANCHAYT","Payment Success","450000"
"24657","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/	 MP578/2024-2025/157190","VADODARA(DISTRICT COLLECTOR VADODARA_IDA)","Mansukhbhai Dhanjibhai Vasava (2024-2029)","Elected MP","15-Oct-2025","NANIKORAL GRAM PANCAHAYT","Payment Success","249800"
"24658","West Bengal","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP423/2025-2026/201065","South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA)","Shri Abhishek Banerjee (2024-2029)","Elected MP","15-Oct-2025","M S ENTERPRISE","Payment Success","161360"
"24659","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18324/2025-2026/219959","BHAVNAGAR(DISTRICT COLLECTOR BHAVNAGAR_IDA)","BHARATBHAI MANUBHAI SUTARIYA (2024-2029)","Elected MP","14-Nov-2025","RATANPAR GRAMPANCHAYAT","Payment Success","299877"
"24660","Uttar Pradesh","Construction of rooms and halls in school and colleges","WS/MP18228/2025-2026/194239","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","PRIYA SAROJ (2024-2029)","Elected MP","21-Jul-2026","Jang Bahadur Bal Vidya Mandir","Payment Success","500000"
"24661","Punjab","Providing CCTV camera system for security of public areas","WS/MP18152/2025-2026/220383","MOGA(Deputy Commissioner Moga)","SARABJEET SINGH KHALSA (2024-2029)","Elected MP","23-Oct-2025","advance technology india","Payment Success","492960"
"24662","Madhya Pradesh","Retrofitting in essential lifeline buildings","WS/MP642/2026-2027/242671","SATNA(DISTRICT COLLECTOR SATNA_IDA)","Ganesh Singh (2024-2029)","Elected MP","12-Jun-2026","Krishanend Construction Satna","Payment Success","456161"
"24663","Madhya Pradesh","Retrofitting in essential lifeline buildings","WS/MP642/2026-2027/242671","SATNA(DISTRICT COLLECTOR SATNA_IDA)","Ganesh Singh (2024-2029)","Elected MP","14-Aug-2026","Krishanend Construction Satna","Payment Success","43800"
"24664","Haryana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18062/2024-2025/154053","JIND(DEPUTY COMMISSIONER JIND)","JAI PARKASH (2024-2029)","Elected MP","20-Nov-2025","THE NEW GOYAT CO OP LANDC SOCIETY","Payment Success","673320"
"24665","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18326/2025-2026/238357","SURENDRANAGAR(DISTRICT COLLECTOR SURENDRANAGAR_IDA)","CHANDUBHAI CHHAGANBHAI SHIHORA (2024-2029)","Elected MP","05-Mar-2026","RAVALIYAVADAR GRAM PANCHAYAT","Payment Success","499916"
"24666","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18326/2025-2026/175585","SURENDRANAGAR(DISTRICT COLLECTOR SURENDRANAGAR_IDA)","CHANDUBHAI CHHAGANBHAI SHIHORA (2024-2029)","Elected MP","14-Oct-2025","RAVALIYAVADAR GRAM PANCHAYAT","Payment Success","399448"
"24667","Tamil Nadu","Construction of rooms and halls in school and colleges","WS/MP18180/2025-2026/178537","KARUR(DISTRICT COLLECTOR KARUR_IDA)","ARUN NEHRU (2024-2029)","Elected MP","16-Oct-2025","MODERN INDUSTRIES","Payment Success","2204459"
"24668","Tamil Nadu","Construction of rooms and halls in school and colleges","WS/MP18180/2025-2026/178537","KARUR(DISTRICT COLLECTOR KARUR_IDA)","ARUN NEHRU (2024-2029)","Elected MP","13-Mar-2026","MODERN INDUSTRIES","Payment Success","2099211"
"24669","Tamil Nadu","Construction of rooms and halls in school and colleges","WS/MP18180/2025-2026/178537","KARUR(DISTRICT COLLECTOR KARUR_IDA)","ARUN NEHRU (2024-2029)","Elected MP","23-Mar-2026","MODERN INDUSTRIES","Payment Success","9971"
"24670","Uttar Pradesh","Construction of rooms and halls in school and colleges","WS/MP812/2025-2026/206131","Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA)","Vijay Kumar Dubey (2024-2029)","Elected MP","15-Oct-2025","Aastha UMV Sonval","Payment Success","240000"
"24671","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP360/2025-2026/219113","RATLAM(District Collector Ratlam_IDA)","Shri Anil Firojiya (2024-2029)","Elected MP","20-Nov-2025","Gram Panchayat Uplai","Payment Success","250000"
"24672","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP360/2025-2026/219113","RATLAM(District Collector Ratlam_IDA)","Shri Anil Firojiya (2024-2029)","Elected MP","17-Jul-2026","Gram Panchayat Uplai","Payment Success","250000"
"24673","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/	 MP578/2024-2025/157187","VADODARA(DISTRICT COLLECTOR VADODARA_IDA)","Mansukhbhai Dhanjibhai Vasava (2024-2029)","Elected MP","15-Oct-2025","GANDHRA GRAM PANCHAYT","Payment Success","250000"
"24674","Tamil Nadu","Construction of bus-sheds or bus-stops","WS/MP18173/2026-2027/211103","TIRUVANNAMALAI(DISTRICT COLLECTOR TIRUVANNAMALAI_IDA)","THARANIVENTHAN M S (2024-2029)","Elected MP","26-May-2026","AKA CONSTRUCTION","Payment Success","699626"
"24675","Tamil Nadu","Providing drains and gutters for public drainage","WS/MP18173/2025-2026/209145","TIRUVANNAMALAI(DISTRICT COLLECTOR TIRUVANNAMALAI_IDA)","THARANIVENTHAN M S (2024-2029)","Elected MP","16-Oct-2025","AKA CONSTRUCTION","Payment Success","499850"
"24676","Himachal Pradesh","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP18069/2025-2026/171766","CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA)","RAJEEV BHARDWAJ (2024-2029)","Elected MP","13-Nov-2025","GP Karwal","Payment Success","75000"
"24677","Himachal Pradesh","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP18069/2025-2026/171766","CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA)","RAJEEV BHARDWAJ (2024-2029)","Elected MP","15-Oct-2025","GP Karwal","Payment Success","75000"
"24678","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18069/2025-2026/165827","CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA)","RAJEEV BHARDWAJ (2024-2029)","Elected MP","07-Nov-2025","Gawalu","Payment Success","50000"
"24679","Karnataka","Construction of community centers and community halls","WS/MP623/2025-2026/171107","VIJAYAPURA(DEPUTY COMMISSIONER BIJAPUR_IDA)","Ramesh Chandappa Jigajinagi (2024-2029)","Elected MP","06-Feb-2026","SHRIMANTH SAHEBAGOUD PATIL","Payment Success","371250"
"24680","Karnataka","Construction of community centers and community halls","WS/MP623/2025-2026/171107","VIJAYAPURA(DEPUTY COMMISSIONER BIJAPUR_IDA)","Ramesh Chandappa Jigajinagi (2024-2029)","Elected MP","13-Jun-2026","SHRIMANTH SAHEBAGOUD PATIL","Payment Success","123676"
"24681","Rajasthan","Development of playground","WS/MP18167/2025-2026/206530","JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA)","BRIJENDRA SINGH OLA (2024-2029)","Elected MP","10-Jul-2026","Ashish Construction co","Payment Success","498312"
