"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"6443","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18327/2026-2027/282558","SOLAPUR(DISTRICT COLLECTOR SOLAPUR_IDA)","PRANITI SUSHILKUMAR SHINDE (2024-2029)","Elected MP","27-May-2026","BHARAT M S S M WADAPUR","Payment Success","999633"
"6444","Maharashtra","Construction of footpaths and pedestrian ways","WS/MP18116/2026-2027/220968","PALGHAR(DISTRICT COLLECTOR PALGHAR_IDA)","BALYA MAMA SURESH GOPINATH MHATRE (2024-2029)","Elected MP","18-Jun-2026","KASHTKARI M K SAHA STY LTD","Payment Success","995979"
"6445","Maharashtra","Construction of footpaths and pedestrian ways","WS/MP18116/2026-2027/220965","PALGHAR(DISTRICT COLLECTOR PALGHAR_IDA)","BALYA MAMA SURESH GOPINATH MHATRE (2024-2029)","Elected MP","18-Jun-2026","KASHTKARI M K SAHA STY LTD","Payment Success","997326"
"6446","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18168/2025-2026/263209","KARAULI(DISTRICT COLLECTOR KARAULI_IDA)","BHAJAN LAL JATAV (2024-2029)","Elected MP","25-May-2026","sagar singh meena","Payment Success","8030"
"6447","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18168/2025-2026/263209","KARAULI(DISTRICT COLLECTOR KARAULI_IDA)","BHAJAN LAL JATAV (2024-2029)","Elected MP","25-May-2026","HEMRAJ MEENA","Payment Success","6000"
"6448","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18168/2025-2026/263209","KARAULI(DISTRICT COLLECTOR KARAULI_IDA)","BHAJAN LAL JATAV (2024-2029)","Elected MP","25-May-2026","BACHU SINGH","Payment Success","6000"
"6449","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18168/2025-2026/263209","KARAULI(DISTRICT COLLECTOR KARAULI_IDA)","BHAJAN LAL JATAV (2024-2029)","Elected MP","25-May-2026","SHIVCHARAN MEENA","Payment Success","6000"
"6450","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18168/2025-2026/263209","KARAULI(DISTRICT COLLECTOR KARAULI_IDA)","BHAJAN LAL JATAV (2024-2029)","Elected MP","25-May-2026","JAMANTI","Payment Success","6000"
"6451","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18168/2025-2026/263209","KARAULI(DISTRICT COLLECTOR KARAULI_IDA)","BHAJAN LAL JATAV (2024-2029)","Elected MP","25-May-2026","MAMTA KUMARI","Payment Success","3200"
"6452","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP719/2025-2026/215798","AJMER(DISTRICT COLLECTOR AJMER_IDA)","Bhagirath Chaudhary (2024-2029)","Elected MP","23-May-2026","bharat singh","Payment Success","13068"
"6453","Odisha","Construction of public toilets and bathrooms","WS/MP18139/2025-2026/241891","Baragada(DISTRICT COLLECTOR BARAGARH_IDA)","PRADEEP PUROHIT (2024-2029)","Elected MP","03-Jul-2026","AMIT EKKA","Payment Success","150000"
"6454","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP719/2025-2026/215798","AJMER(DISTRICT COLLECTOR AJMER_IDA)","Bhagirath Chaudhary (2024-2029)","Elected MP","23-May-2026","VIJENDRA SINGH","Payment Success","12474"
"6455","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP719/2025-2026/215798","AJMER(DISTRICT COLLECTOR AJMER_IDA)","Bhagirath Chaudhary (2024-2029)","Elected MP","23-May-2026","AJIT SINGH RATHORE","Payment Success","12474"
"6456","Punjab","Providing CCTV camera system for security of public areas","WS/MP381/2025-2026/254101","AMRITSAR(DEPUTY COMMISSIONER AMRITSAR_IDA)","Shri Gurjeet Singh Aujla (2024-2029)","Elected MP","15-Jul-2026","JJ ENTERPRISES","Payment Success","582111"
"6457","Punjab","Providing CCTV camera system for security of public areas","WS/MP381/2025-2026/254101","AMRITSAR(DEPUTY COMMISSIONER AMRITSAR_IDA)","Shri Gurjeet Singh Aujla (2024-2029)","Elected MP","13-Jul-2026","JJ ENTERPRISES","Payment Success","614569"
"6458","Punjab","Providing CCTV camera system for security of public areas","WS/MP381/2025-2026/254101","AMRITSAR(DEPUTY COMMISSIONER AMRITSAR_IDA)","Shri Gurjeet Singh Aujla (2024-2029)","Elected MP","13-Jul-2026","JJ ENTERPRISES","Payment Success","303164"
"6459","Punjab","Providing CCTV camera system for security of public areas","WS/MP381/2025-2026/254101","AMRITSAR(DEPUTY COMMISSIONER AMRITSAR_IDA)","Shri Gurjeet Singh Aujla (2024-2029)","Elected MP","13-Jul-2026","JJ ENTERPRISES","Payment Success","546360"
"6460","Punjab","Providing CCTV camera system for security of public areas","WS/MP381/2025-2026/254101","AMRITSAR(DEPUTY COMMISSIONER AMRITSAR_IDA)","Shri Gurjeet Singh Aujla (2024-2029)","Elected MP","21-May-2026","JJ ENTERPRISES","Payment Success","439736"
"6461","Telangana","Installing tube-wells and borewells","WS/MP770/2025-2026/214290","RAJANNA SIRCILLA(DISTRICT COLLECTOR RAJANNA SIRCILLA_IDA)","Sanjay Kumar Bandi (2024-2029)","Elected MP","19-May-2026","BUKYA ANIL NAYAK","Payment Success","185939"
"6462","Maharashtra","Construction of community centers and community halls","WS/MP18122/2026-2027/168812","JALNA(DISTRICT COLLECTOR JALNA_IDA)","KALYAN VAIJINATHRAO KALE (2024-2029)","Elected MP","20-May-2026","Aadhar Mss ltd Dhoksal","Payment Success","973654"
"6463","Madhya Pradesh","Providing drains and gutters for public drainage","WS/MP640/2026-2027/271115","MANDLA(DISTRICT COLLECTOR MANDLA_IDA)","Faggan Singh Kulaste (2024-2029)","Elected MP","21-May-2026","GRAM PANCHAYAT NIWARI","Payment Success","300000"
"6464","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/187390","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL (2024-2029)","Elected MP","20-May-2026","chanda devi","Payment Success","6693"
"6465","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/187390","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL (2024-2029)","Elected MP","20-May-2026","Balu ram Bhil","Payment Success","8000"
"6466","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/187390","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL (2024-2029)","Elected MP","20-May-2026","Bhairu lal","Payment Success","8000"
"6467","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP323/2025-2026/200918","JUNAGADH(DISTRICT COLLECTOR JUNAGADH_IDA)","Rajeshbhai Naranbhai Chudasama (2024-2029)","Elected MP","22-May-2026","GRAM PANCHAYAT KERALA","Payment Success","299752"
"6468","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/187390","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL (2024-2029)","Elected MP","20-May-2026","govind sharma","Payment Success","18400"
"6469","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/187390","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL (2024-2029)","Elected MP","20-May-2026","kailash sharma","Payment Success","8000"
"6470","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/187390","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL (2024-2029)","Elected MP","20-May-2026","Krishan Gopal Tailor","Payment Success","8261"
"6471","Tamil Nadu","Construction of water tanks","WS/MP740/2026-2027/160935","TIRUPPUR(DISTRICT COLLECTOR TIRUPPUR_IDA)","Andimuthu Raja (2024-2029)","Elected MP","19-May-2026","Royal builders","Payment Success","1099868"
"6472","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/187390","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL (2024-2029)","Elected MP","20-May-2026","Ramkanya Devi","Payment Success","6693"
"6473","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/187390","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL (2024-2029)","Elected MP","20-May-2026","Ratan Lal Bheel","Payment Success","6693"
"6474","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/187390","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL (2024-2029)","Elected MP","20-May-2026","Sushila Devi","Payment Success","5238"
"6475","Odisha","Construction of community centers and community halls","WS/MP373/2025-2026/255739","BALANGIR(DISTRICT COLLECTOR BOLANGIR_IDA)","Smt Sangeeta Kumari Singh Deo (2024-2029)","Elected MP","21-May-2026","BAIDYANATH CHANDAN","Payment Success","200000"
"6476","Gujarat","Providing drains and gutters for public drainage","WS/MP18056/2025-2026/233120","RAJKOT(DISTRICT COLLECTOR RAJKOT_IDA)","PARSHOTTAMBHAI RUPALA (2024-2029)","Elected MP","26-May-2026","VISHNU CONSTRUCTION","Payment Success","837890"
"6477","Odisha","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18144/2025-2026/194827","KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA)","MALVIKA DEVI (2024-2029)","Elected MP","20-May-2026","BHUBANESWARI STEELENIUM","Payment Success","300000"
"6478","Tamil Nadu","Construction of bus-sheds or bus-stops","WS/MP18173/2024-2025/137922","TIRUVANNAMALAI(DISTRICT COLLECTOR TIRUVANNAMALAI_IDA)","THARANIVENTHAN M S (2024-2029)","Elected MP","25-May-2026","K ELUMALAI","Payment Success","1499550"
"6479","Chandigarh","Purchase of mobile water tankers","WS/MP18047/2025-2026/227235","CHANDIGARH(DEPUTY COMMISSIONER ZILLA PARISHAD CHANDIGARH_IDA)","MANISH TEWARI (2024-2029)","Elected MP","15-Jun-2026","Naman Enterprises","Payment Success","269986"
"6480","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP719/2025-2026/215798","AJMER(DISTRICT COLLECTOR AJMER_IDA)","Bhagirath Chaudhary (2024-2029)","Elected MP","23-May-2026","OMA KANWAR RANAWAT","Payment Success","12474"
"6481","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP719/2025-2026/215798","AJMER(DISTRICT COLLECTOR AJMER_IDA)","Bhagirath Chaudhary (2024-2029)","Elected MP","23-May-2026","MOHIT AINGH","Payment Success","12474"
"6482","Madhya Pradesh","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP638/2026-2027/236591","CHHATARPUR(District Collector Chhatarpur_IDA)","Virendra Kumar (2024-2029)","Elected MP","03-Jul-2026","GRAM PANCHAYAT DAMOURA","Payment Success","124582"
"6483","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP719/2025-2026/215798","AJMER(DISTRICT COLLECTOR AJMER_IDA)","Bhagirath Chaudhary (2024-2029)","Elected MP","23-May-2026","KANCHAN KANWAR","Payment Success","12474"
"6484","Punjab","Providing CCTV camera system for security of public areas","WS/MP18153/2025-2026/274494","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","SHER SINGH GHUBAYA (2024-2029)","Elected MP","22-May-2026","Ganotra Communications","Payment Success","198500"
"6485","Tamil Nadu","Construction of bus-sheds or bus-stops","WS/MP740/2026-2027/270857","ERODE(DISTRICT_COLLECTORE_ERODE_IDA)","Andimuthu Raja (2024-2029)","Elected MP","21-May-2026","NAGESH J","Payment Success","548392"
"6486","Tamil Nadu","Construction of community centers and community halls","WS/MP740/2026-2027/203999","ERODE(DISTRICT_COLLECTORE_ERODE_IDA)","Andimuthu Raja (2024-2029)","Elected MP","21-May-2026","NAGESH J","Payment Success","1513781"
"6487","Tamil Nadu","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18384/2025-2026/250297","THIRUVARUR(DISTRICT COLLECTOR THIRUVARUR_IDA)","SELVARAJ V (2024-2029)","Elected MP","25-May-2026","MURUGAIYAN K","Payment Success","949723"
"6488","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18169/2026-2027/182694","Beawar(DISTRICT COLLECTOR Beawar_IDA)","MAHIMA KUMARI MEWAR (2024-2029)","Elected MP","25-Jun-2026","MS GUDIYA CONSTRUCTION","Payment Success","800125"
"6489","Tamil Nadu","Installing tube-wells and borewells","WS/MP745/2026-2027/138567","TIRUPPUR(DISTRICT COLLECTOR TIRUPPUR_IDA)","K Subbarayan (2024-2029)","Elected MP","24-Jun-2026","A ARUCHAMY","Payment Success","1000000"
"6490","Tamil Nadu","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP745/2026-2027/202593","TIRUPPUR(DISTRICT COLLECTOR TIRUPPUR_IDA)","K Subbarayan (2024-2029)","Elected MP","18-Jun-2026","A ARUCHAMY","Payment Success","300000"
"6491","Tamil Nadu","Installing tube-wells and borewells","WS/MP745/2026-2027/263328","TIRUPPUR(DISTRICT COLLECTOR TIRUPPUR_IDA)","K Subbarayan (2024-2029)","Elected MP","11-Aug-2026","A ARUCHAMY","Payment Success","200000"
"6492","Tamil Nadu","Installing tube-wells and borewells","WS/MP745/2026-2027/263324","TIRUPPUR(DISTRICT COLLECTOR TIRUPPUR_IDA)","K Subbarayan (2024-2029)","Elected MP","11-Aug-2026","A ARUCHAMY","Payment Success","550000"
"6493","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP719/2025-2026/215798","AJMER(DISTRICT COLLECTOR AJMER_IDA)","Bhagirath Chaudhary (2024-2029)","Elected MP","23-May-2026","mamta rawat","Payment Success","12474"
"6494","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18167/2025-2026/224258","JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA)","BRIJENDRA SINGH OLA (2024-2029)","Elected MP","22-May-2026","Shekhawati Engineering Works Shop and Construction Company","Payment Success","495507"
"6495","Uttarakhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP021/2025-2026/267132","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Ajay Bhatt (2024-2029)","Elected MP","18-Jul-2026","mahesh","Payment Success","17568"
"6496","Odisha","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18146/2026-2027/173494","Kendujhar(DISTRICT COLLECTOR KEONJHAR_IDA)","ANANTA NAYAK (2024-2029)","Elected MP","02-Jul-2026","Samir Kabi","Payment Success","182646"
"6497","Telangana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18187/2026-2027/220009","KUMURAM BHEEM ASIFABAD(District Collector KB Asifabad_IDA)","GODAM NAGESH (2024-2029)","Elected MP","25-May-2026","Rathod Ramesh","Payment Success","296123"
"6498","Karnataka","Construction of community centers and community halls","WS/MP618/2025-2026/228187","BAGALKOTE(DEPUTY COMMISSIONER BAGALKOT_IDA)","Parvatagouda Chandanagouda Gaddigoudar (2024-2029)","Elected MP","18-Jun-2026","PARASHURAM MADAR","Payment Success","375000"
"6499","Karnataka","Construction of community centers and community halls","WS/MP618/2025-2026/228187","BAGALKOTE(DEPUTY COMMISSIONER BAGALKOT_IDA)","Parvatagouda Chandanagouda Gaddigoudar (2024-2029)","Elected MP","21-Jul-2026","PARASHURAM MADAR","Payment Success","124643"
"6500","Odisha","Construction of community centers and community halls","WS/MP372/2025-2026/253238","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Shri Bhartruhari Mahtab (2024-2029)","Elected MP","12-Jun-2026","LALITENDU SATPATHY","Payment Success","400000"
"6501","Rajasthan","Installing tube-wells and borewells","WS/MP18167/2025-2026/262562","JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA)","BRIJENDRA SINGH OLA (2024-2029)","Elected MP","22-May-2026","Anil Construction","Payment Success","699841"
"6502","Punjab","Construction of buildings for crèches and anganwadies","WS/MP716/2025-2026/226663","MANSA(DEPUTY COMMISSIONER MANSA_IDA)","Smt Harsimrat Kaur Badal (2024-2029)","Elected MP","15-Jun-2026","BANSAL ELECTRICAL STORE BHIKHI","Payment Success","11045"
"6503","Punjab","Construction of buildings for crèches and anganwadies","WS/MP716/2025-2026/226663","MANSA(DEPUTY COMMISSIONER MANSA_IDA)","Smt Harsimrat Kaur Badal (2024-2029)","Elected MP","15-Jun-2026","HARDEV MARBLE INDUSTRIES MANSA","Payment Success","48952"
"6504","Punjab","Construction of additional rooms and halls in the existing public and community building","WS/MP716/2025-2026/226661","MANSA(DEPUTY COMMISSIONER MANSA_IDA)","Smt Harsimrat Kaur Badal (2024-2029)","Elected MP","15-Jun-2026","HARDEV MARBLE INDUSTRIES MANSA","Payment Success","40256"
"6505","Odisha","Construction of community centers and community halls","WS/MP453/2025-2026/203359","KORAPUT(District Collector Koraput_IDA)","Saptagiri Sankar Ulaka (2024-2029)","Elected MP","27-May-2026","UMESH PRASAD DAS","Payment Success","300000"
"6506","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP672/2026-2027/215157","NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA)","Nitin Jairam Gadkari (2024-2029)","Elected MP","17-Jun-2026","Pravin W Kale","Payment Success","393118"
"6507","Maharashtra","Providing drains and gutters for public drainage","WS/MP672/2026-2027/215164","NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA)","Nitin Jairam Gadkari (2024-2029)","Elected MP","17-Jun-2026","Pravin W Kale","Payment Success","775097"
"6508","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP672/2026-2027/227303","NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA)","Nitin Jairam Gadkari (2024-2029)","Elected MP","16-Jun-2026","Pravin W Kale","Payment Success","784511"
"6509","Maharashtra","Construction of boundary walls of existing public and community buildings","WS/MP18112/2025-2026/205148","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","BALWANT BASWANT WANKHADE (2024-2029)","Elected MP","29-May-2026","DINESH RAMBHAU CHORE","Payment Success","986906"
"6510","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18044/2025-2026/232364","SITAMARHI(DISTRICT PLANNING OFFICER SITAMARHI_IDA)","DEVESH CHANDRA THAKUR (2024-2029)","Elected MP","13-Jun-2026","SHANTI MOHAN JHA","Payment Success","488760"
"6511","Tamil Nadu","Construction of buildings for community cultural activities","WS/MP756/2026-2027/242933","Ariyalur(District Collector Ariyalur_IDA)","Thirumaa Valavan Thol (2024-2029)","Elected MP","13-Aug-2026","GUNASEKAR K","Payment Success","898835"
"6512","Assam","Construction of community centers and community halls","WS/MP18029/2025-2026/205088","SONITPUR(Deputy Commissioner Sonitpur, Tezpur)","RANJIT DUTTA (2024-2029)","Elected MP","27-May-2026","Nilachal Construction","Payment Success","669068"
"6513","West Bengal","Lighting of public spaces","WS/MP499/2025-2026/234180","BIRBHUM(DISTRICT MAGISTRATE BIRBHUM_IDA)","Smt Satabdi Roy (Banerjee) (2024-2029)","Elected MP","24-Jun-2026","ELITE CONSTRUCTION","Payment Success","324617"
"6514","Assam","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18024/2025-2026/180779","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","GAURAV GOGOI (2024-2029)","Elected MP","24-Jun-2026","LAKHI HAZARIKA","Payment Success","166096"
"6515","Punjab","Construction of community centers and community halls","WS/MP18155/2025-2026/257938","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","DR. RAJ KUMAR CHABBEWAL (2024-2029)","Elected MP","29-May-2026","Paramjit Singh","Payment Success","144000"
"6516","Punjab","Construction of night shelters for homeless","WS/MP18155/2025-2026/250125","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","DR. RAJ KUMAR CHABBEWAL (2024-2029)","Elected MP","23-Jun-2026","Simranjit Singh","Payment Success","24000"
"6517","Punjab","Providing drains and gutters for public drainage","WS/MP18155/2025-2026/228789","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","DR. RAJ KUMAR CHABBEWAL (2024-2029)","Elected MP","22-Jun-2026","Simranjit Singh","Payment Success","24000"
"6518","Punjab","Providing drains and gutters for public drainage","WS/MP18155/2025-2026/228789","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","DR. RAJ KUMAR CHABBEWAL (2024-2029)","Elected MP","22-Jun-2026","Simranjit Singh","Payment Success","14200"
"6519","Punjab","Construction of night shelters for homeless","WS/MP18155/2025-2026/250125","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","DR. RAJ KUMAR CHABBEWAL (2024-2029)","Elected MP","23-Jun-2026","Simranjit Singh","Payment Success","16000"
"6520","Punjab","Construction of toilet blocks","WS/MP18158/2025-2026/198839","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","DR DHARAMVIRA GANDHI (2024-2029)","Elected MP","22-Jun-2026","Chand Singh So Yodha Singh","Payment Success","28000"
"6521","Madhya Pradesh","Construction of culverts and bridges","WS/MP640/2026-2027/274770","MANDLA(DISTRICT COLLECTOR MANDLA_IDA)","Faggan Singh Kulaste (2024-2029)","Elected MP","12-Jun-2026","GRAM PANCHAYAT RAMDEVRI","Payment Success","300000"
"6522","Tamil Nadu","Construction of bus-sheds or bus-stops","WS/MP508/2026-2027/197384","TIRUVANNAMALAI(DISTRICT COLLECTOR TIRUVANNAMALAI_IDA)","CN Annadurai (2024-2029)","Elected MP","25-Jun-2026","Ramachandran Govindasamy","Payment Success","598974"
"6523","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18429/2026-2027/245247","NANDED(DISTRICT COLLECTOR NANDED_IDA)","Ravindra Vasantrao Chavan (2024-2029)","Elected MP","01-Jul-2026","JAY HAMUNAN MAJUR SAHAKARI SANTHA MARYADIT","Payment Success","497978"
"6524","Maharashtra","Construction of community centers and community halls","WS/MP18118/2025-2026/188305","NASHIK(DISTRICT COLLECTOR NASHIK_IDA)","BHASKAR MURLIDHAR BHAGARE (2024-2029)","Elected MP","16-Jul-2026","TRIMURTI MAJUR BANDHKAM SAHAKARI SANSTHA","Payment Success","992018"
"6525","Punjab","Providing drains and gutters for public drainage","WS/MP18157/2025-2026/267152","SRI MUKTSAR SAHIB(DEPUTY COMMISSIONER SRI MUKTSAR SAHIB_IDA)","AMRINDER SINGH RAJA WARRING (2024-2029)","Elected MP","26-Jun-2026","MS JAY BEE AND COMPANY","Payment Success","44100"
"6526","Punjab","Providing drains and gutters for public drainage","WS/MP18157/2025-2026/267152","SRI MUKTSAR SAHIB(DEPUTY COMMISSIONER SRI MUKTSAR SAHIB_IDA)","AMRINDER SINGH RAJA WARRING (2024-2029)","Elected MP","26-Jun-2026","MS JAY BEE AND COMPANY","Payment Success","44100"
"6527","Punjab","Providing drains and gutters for public drainage","WS/MP18157/2025-2026/267152","SRI MUKTSAR SAHIB(DEPUTY COMMISSIONER SRI MUKTSAR SAHIB_IDA)","AMRINDER SINGH RAJA WARRING (2024-2029)","Elected MP","26-Jun-2026","MS JAY BEE AND COMPANY","Payment Success","44100"
"6528","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP692/2026-2027/185120","PUNE(DISTRICT COLLECTOR PUNE_IDA)","Smt Supriya Sadanand Sule (2024-2029)","Elected MP","22-May-2026","SANDIP BALU THOMBARE","Payment Success","869664"
"6529","Andhra Pradesh","Providing supply pipelines for drinking water","WS/MP18016/2025-2026/251884","NTR(DISTRICT COLLECTOR NTR_IDA)","Sivanath Kesineni (2024-2029)","Elected MP","18-Jun-2026","Matta Phani Bhushana Rao","Payment Success","1642866"
"6530","Rajasthan","Lighting of public spaces","WS/MP18164/2026-2027/272984","GANGANAGAR(Zilla GANGANAGAR)","KULDEEP INDORA (2024-2029)","Elected MP","12-Jun-2026","Aen JDVVNL Rural Sri Ganganagar","Payment Success","130322"
"6531","Rajasthan","Improvement of electricity distribution infrastructure","WS/MP18164/2026-2027/261386","GANGANAGAR(Zilla GANGANAGAR)","KULDEEP INDORA (2024-2029)","Elected MP","18-Jun-2026","Aen JDVVNL Rural Sri Ganganagar","Payment Success","155984"
"6532","Rajasthan","Construction of community centers and community halls","WS/MP18167/2025-2026/186055","SIKAR(DISTRICT COLLECTOR SIKAR_IDA)","BRIJENDRA SINGH OLA (2024-2029)","Elected MP","22-May-2026","SHREE SHANKAR TRADERS","Payment Success","575688"
"6533","Madhya Pradesh","Construction of bus-sheds or bus-stops","WS/MP640/2026-2027/271070","DINDORI(District Collector Dindori_IDA)","Faggan Singh Kulaste (2024-2029)","Elected MP","29-May-2026","MP STATE AGRO","Payment Success","240064"
"6534","Madhya Pradesh","Construction of bus-sheds or bus-stops","WS/MP640/2026-2027/271071","DINDORI(District Collector Dindori_IDA)","Faggan Singh Kulaste (2024-2029)","Elected MP","29-May-2026","MP STATE AGRO","Payment Success","240064"
"6535","Madhya Pradesh","Construction of bus-sheds or bus-stops","WS/MP640/2026-2027/271073","DINDORI(District Collector Dindori_IDA)","Faggan Singh Kulaste (2024-2029)","Elected MP","29-May-2026","MP STATE AGRO","Payment Success","240064"
"6536","Madhya Pradesh","Construction of bus-sheds or bus-stops","WS/MP640/2026-2027/271075","DINDORI(District Collector Dindori_IDA)","Faggan Singh Kulaste (2024-2029)","Elected MP","29-May-2026","MP STATE AGRO","Payment Success","240064"
"6537","Madhya Pradesh","Construction of bus-sheds or bus-stops","WS/MP640/2026-2027/271078","DINDORI(District Collector Dindori_IDA)","Faggan Singh Kulaste (2024-2029)","Elected MP","29-May-2026","MP STATE AGRO","Payment Success","240064"
"6538","Madhya Pradesh","Construction of bus-sheds or bus-stops","WS/MP640/2026-2027/271079","DINDORI(District Collector Dindori_IDA)","Faggan Singh Kulaste (2024-2029)","Elected MP","29-May-2026","MP STATE AGRO","Payment Success","240064"
"6539","Madhya Pradesh","Construction of bus-sheds or bus-stops","WS/MP640/2026-2027/271080","DINDORI(District Collector Dindori_IDA)","Faggan Singh Kulaste (2024-2029)","Elected MP","29-May-2026","MP STATE AGRO","Payment Success","240064"
"6540","Madhya Pradesh","Construction of bus-sheds or bus-stops","WS/MP640/2026-2027/271081","DINDORI(District Collector Dindori_IDA)","Faggan Singh Kulaste (2024-2029)","Elected MP","29-May-2026","MP STATE AGRO","Payment Success","240064"
"6541","Madhya Pradesh","Construction of bus-sheds or bus-stops","WS/MP640/2026-2027/271087","DINDORI(District Collector Dindori_IDA)","Faggan Singh Kulaste (2024-2029)","Elected MP","29-May-2026","MP STATE AGRO","Payment Success","240064"
"6542","Madhya Pradesh","Construction of bus-sheds or bus-stops","WS/MP640/2026-2027/271093","DINDORI(District Collector Dindori_IDA)","Faggan Singh Kulaste (2024-2029)","Elected MP","29-May-2026","MP STATE AGRO","Payment Success","240064"
"6543","Odisha","Construction of community centers and community halls","WS/MP18146/2026-2027/250774","Kendujhar(DISTRICT COLLECTOR KEONJHAR_IDA)","ANANTA NAYAK (2024-2029)","Elected MP","20-Aug-2026","BDO GHATGAON ROYALITY","Payment Success","8398"
"6544","Odisha","Construction of buildings for community cultural activities","WS/MP18146/2025-2026/166137","Kendujhar(DISTRICT COLLECTOR KEONJHAR_IDA)","ANANTA NAYAK (2024-2029)","Elected MP","30-May-2026","BDO GHATGAON ROYALITY","Payment Success","5939"
"6545","Odisha","Construction of community centers and community halls","WS/MP18146/2025-2026/166136","Kendujhar(DISTRICT COLLECTOR KEONJHAR_IDA)","ANANTA NAYAK (2024-2029)","Elected MP","30-May-2026","BDO GHATGAON ROYALITY","Payment Success","17225"
